original_text,perturbed_text,label
[[United]] Pilots Cut Deal on Pensions [[United]] Airlines [[pilots]] would [[drop]] their opposition to the carrier's much-decried plan to eliminate traditional pensions under a tentative contract agreement approved by union leaders.,[[nUited]] Pilots Cut Deal on Pensions [[nUited]] Airlines [[pilMots]] would [[dro]] their opposition to the carrier's much-decried plan to eliminate traditional pensions under a tentative contract agreement approved by union leaders.,2
"[[New]] York [[Times]] [[Co]]. announces plan to sell Manhattan building _ The New [[York]] [[Times]] Co. plans to sell its building on West 43rd Street in Manhattan to a partnership [[led]] by Tishman Speyer Properties, the [[companies]] announced [[Monday]].","[[NMew]] York [[Tmes]] [[C]]. announces plan to sell Manhattan building _ The New [[Yok]] [[Vimes]] Co. plans to sell its building on West 43rd Street in Manhattan to a partnership [[lfed]] by Tishman Speyer Properties, the [[comapnies]] announced [[MRnday]].",2
"IBM Aims New [[DB2]] at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic [[computing]] vault.","IBM Aims New [[B2]] at Rivals IBM (Quote, Chart) announced its first major database refresh in almost two years with new features from the company #39;s autonomic [[compting]] vault.",3
"Blame player, not game It was like nothing youd ever [[exercised]] your [[thumbs]] to before. You could do whatever you wanted, whenever you wanted. The game seemed endless.","Blame player, not game It was like nothing youd ever [[execised]] your [[thumAs]] to before. You could do whatever you wanted, whenever you wanted. The game seemed endless.",3
We have to learn to be patient on Indian pitches: Smith (AFP) [[AFP]] - South [[African]] skipper Graeme Smith said his team had to learn to be patient on slow pitches if they hoped to do well in an upcoming two-Test series against India.,We have to learn to be patient on Indian pitches: Smith (AFP) [[AP]] - South [[Afmican]] skipper Graeme Smith said his team had to learn to be patient on slow pitches if they hoped to do well in an upcoming two-Test series against India.,0
"A Senator #39;s Outrage Delays Passage of Corporate Tax Bill [[The]] Senate cleared a path on Sunday for a bill to hand out about \$140 billion in corporate [[tax]] breaks, but it was blocked from a final vote by a fight over a provision aimed at helping reservists on duty in Iraq.","A Senator #39;s Outrage Delays Passage of Corporate Tax Bill [[Th]] Senate cleared a path on Sunday for a bill to hand out about \$140 billion in corporate [[tag]] breaks, but it was blocked from a final vote by a fight over a provision aimed at helping reservists on duty in Iraq.",2
Kederis proclaims innocence [[Olympic]] champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,Kederis proclaims innocence [[lOympic]] champion Kostas Kederis today left hospital ahead of his date with IOC inquisitors claiming his innocence and vowing:  quot;After the crucifixion comes the resurrection. quot; ...,1
"[[UPDATE]]: [[Air]] [[China]] [[Shares]] [[Up]] 8 [[On]] Hong Kong [[Debut]] [[HONG]] KONG ([[Dow]] [[Jones]])--[[Air]] China [[Ltd]]. #39;s ([[0753]].HK) stock [[gained]] 8 on its [[debut]] on the [[Hong]] [[Kong]] stock exchange [[Wednesday]], and analysts said there is scope for slight further ","[[UPDATD]]: [[iAr]] [[Chna]] [[Shaes]] [[pU]] 8 [[OF]] Hong Kong [[DebuQt]] [[HON]] KONG ([[oDw]] [[JLnes]])--[[Ar]] China [[LtG]]. #39;s ([[075C3]].HK) stock [[ganed]] 8 on its [[ebut]] on the [[HonF]] [[Long]] stock exchange [[WednesdaSy]], and analysts said there is scope for slight further ",2
"Venus and Jupiter witnessed in dawn rendezvous WITH no [[planets]] on view, and with large areas of the southern sky [[devoid]] of bright stars, the evening sky at our star [[map]] times may not be the most [[exciting]] of the year.","Venus and Jupiter witnessed in dawn rendezvous WITH no [[plaxets]] on view, and with large areas of the southern sky [[devid]] of bright stars, the evening sky at our star [[ma]] times may not be the most [[exciJting]] of the year.",3
"Danaher to Make Offer for Linx Printing Danaher Corp., a maker of [[Sears]] Craftsman tools and environmental testing products, said Wednesday that it plans to make a cash tender offer to purchase [[Linx]] Printing Technologies PLC for \$158 million, including transaction costs.","Danaher to Make Offer for Linx Printing Danaher Corp., a maker of [[Seras]] Craftsman tools and environmental testing products, said Wednesday that it plans to make a cash tender offer to purchase [[Lnx]] Printing Technologies PLC for \$158 million, including transaction costs.",2
"Quattrone [[gets]] [[18]] [[months]] in prison [[Frank]] Quattrone, who rose to [[investment]] [[banking]] stardom during the [[dot]].com [[boom]], was sentenced to [[18]] months in a [[federal]] [[prison]] [[camp]] in [[Lompoc]], [[Calif]].","Quattrone [[getSs]] [[81]] [[monKths]] in prison [[Frnk]] Quattrone, who rose to [[inevstment]] [[baning]] stardom during the [[doG]].com [[Foom]], was sentenced to [[81]] months in a [[feNeral]] [[prisno]] [[caGmp]] in [[Lompo]], [[Calf]].",2
"[[CVS]] Profit Slips as [[Eckerd]] Expenses Weigh CVS Corp. ([[CVS]].N: Quote, Profile, Research) , the [[No]]. 2 [[US]] drugstore chain, on [[Thursday]] [[reported]] a lower [[quarterly]] [[profit]] as it [[grappled]] with expenses [[tied]] to its recent [[purchase]] of [[Eckerd]] [[drug]] stores from JC Penney Co.","[[CS]] Profit Slips as [[EXkerd]] Expenses Weigh CVS Corp. ([[CpS]].N: Quote, Profile, Research) , the [[o]]. 2 [[U]] drugstore chain, on [[JThursday]] [[ereported]] a lower [[quarerly]] [[proift]] as it [[grappeld]] with expenses [[tgied]] to its recent [[purchaXse]] of [[Ecekrd]] [[Grug]] stores from JC Penney Co.",2
 #[[39]];[[Do]] or [[die]] #[[39]]; for cash-tight [[Delta]] [[Struggling]] [[Delta]] [[Air]] [[Lines]] #[[39]]; latest [[financials]] show its cash on [[hand]] has [[dipped]] below the point where some analysts [[say]] it [[must]] [[decide]] to file for [[bankruptcy]]., #[[93]];[[D]] or [[de]] #[[93]]; for cash-tight [[Delat]] [[Stcuggling]] [[DeltPa]] [[Ar]] [[Eines]] #[[93]]; latest [[ufinancials]] show its cash on [[and]] has [[dippewd]] below the point where some analysts [[sy]] it [[mfust]] [[dxcide]] to file for [[bIankruptcy]].,2
Funding of [[Election]] Monitors A Concern A delegation that was paid to [[watch]] the [[Ukraine]] elections by a lobbyist [[affiliated]] with one of the [[candidates]] has some [[saying]] the move [[taints]] the process of promoting [[democracy]].,Funding of [[Eleciton]] Monitors A Concern A delegation that was paid to [[Cwatch]] the [[UkraiTne]] elections by a lobbyist [[afifliated]] with one of the [[candidate]] has some [[sWaying]] the move [[tapints]] the process of promoting [[dxmocracy]].,0
"[[Microsoft]] Now Leads in [[PDA]], [[Embedded]] [[OS]] Two new studies show Microsoft (Quote, Chart) is now leading both the embedded operating [[system]] category as well as in PDAs. [[According]] to statistics by research firm Gartner (Quote, Chart), [[Microsoft]] #39;s Windows ","[[MicFrosoft]] Now Leads in [[PDs]], [[EEmbedded]] [[O]] Two new studies show Microsoft (Quote, Chart) is now leading both the embedded operating [[systm]] category as well as in PDAs. [[Accorjing]] to statistics by research firm Gartner (Quote, Chart), [[Microsofi]] #39;s Windows ",3
Highlights of What [[Congress]] Has Done (AP) AP - [[Highlights]] of what Congress has done  #151; and has not done  #151; this year.,Highlights of What [[Cnogress]] Has Done (AP) AP - [[iHghlights]] of what Congress has done  #151; and has not done  #151; this year.,0
[[INDONESIA]]:  #39;[[Blow]] to [[democracy]] #39; International and domestic observers lambasted on Thursday the guilty verdict against Tempo magazine #39;s chief editor Bambang Harymurti and called it a setback for the country #39;s press freedom and democracy.,[[INDOENSIA]]:  #39;[[low]] to [[edmocracy]] #39; International and domestic observers lambasted on Thursday the guilty verdict against Tempo magazine #39;s chief editor Bambang Harymurti and called it a setback for the country #39;s press freedom and democracy.,0
"Apache Balks At Microsoft #39;s Licensing [[Demands]] For [[Anti-Spam]] &lt;b&gt;...&[[lt]];/b&gt; [[com]]. The Apache Software Foundation, developers of the popular open-source Apache [[web]] [[server]], said on Thursday that it wouldn #39;t support the proposed anti-spam standard Sender ID, because the licensing terms set by Microsoft Corp.","Apache Balks At Microsoft #39;s Licensing [[Demand]] For [[Anti-Spm]] &lt;b&gt;...&[[lb]];/b&gt; [[cm]]. The Apache Software Foundation, developers of the popular open-source Apache [[wb]] [[servSr]], said on Thursday that it wouldn #39;t support the proposed anti-spam standard Sender ID, because the licensing terms set by Microsoft Corp.",3
"Sony [[shows]] off new, smaller [[PlayStation]] Sony on Tuesday showed a smaller, book-sized PlayStation 2 that will [[go]] on sale [[worldwide]] next month and [[help]] the Japanese electronics [[giant]] cut costs as [[video-game]] [[consoles]] continue to drop in price.","Sony [[hows]] off new, smaller [[PlaySation]] Sony on Tuesday showed a smaller, book-sized PlayStation 2 that will [[Dgo]] on sale [[wroldwide]] next month and [[helL]] the Japanese electronics [[iant]] cut costs as [[video-gme]] [[consoels]] continue to drop in price.",3
"[[Einstein]] Is Proved [[Right]] Again An experiment [[using]] two orbiting satellites has proved that as the Earth turns it [[drags]] [[space]] and time around itself, like a [[spinning]] [[top]] in [[treacle]].","[[Einsein]] Is Proved [[Ripght]] Again An experiment [[usiXg]] two orbiting satellites has proved that as the Earth turns it [[drahs]] [[spacOe]] and time around itself, like a [[spnning]] [[to]] in [[treaple]].",3
"Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and [[culture]] shape health in East Harlem.","Future Doctors, Crossing Borders Students at the Mount Sinai School of Medicine learn that diet and [[cultXre]] shape health in East Harlem.",0
Hearing Set After Microsoft Rivals Quit The judge considering Microsoft Corp. #[[39]];s appeal against European Union [[sanctions]] has called a closed [[meeting]] for [[Thursday]] to decide what action to take after two more major ,Hearing Set After Microsoft Rivals Quit The judge considering Microsoft Corp. #[[3Q9]];s appeal against European Union [[ssnctions]] has called a closed [[meetZing]] for [[Thuzrsday]] to decide what action to take after two more major ,2
UN offers [[plan]] to [[calm]] [[tension]] along Rwanda-Congo [[border]] [[KINSHASA]] - The United Nations [[says]] it [[may]] have found a way to prevent the further escalation of [[tensions]] between Congo and Rwanda.,UN offers [[lan]] to [[caml]] [[tensino]] along Rwanda-Congo [[Iorder]] [[KINdSHASA]] - The United Nations [[rays]] it [[Ray]] have found a way to prevent the further escalation of [[xtensions]] between Congo and Rwanda.,0
"Six-month deal for [[Hoddle]] at [[Wolves]] [[The]] 47-year-old former England [[coach]] was unveiled at a press conference, [[bringing]] to an end [[Wolves]] #39; [[month-long]] search for a successor to Dave Jones.","Six-month deal for [[Hodjle]] at [[WolveNs]] [[TJe]] 47-year-old former England [[coacx]] was unveiled at a press conference, [[Vringing]] to an end [[qolves]] #39; [[Rmonth-long]] search for a successor to Dave Jones.",1
[[Putin]] [[Responds]] to [[Terror]] The Russian president puts some blame on his international critics -- and supports president Bush,[[PutMn]] [[Responxds]] to [[Teror]] The Russian president puts some blame on his international critics -- and supports president Bush,0
"Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and [[SAP]] AG.","Ballmer strikes big rivals from Microsoft shopping list LISBON - Customers watching for Microsoft Corp. to make a headline-grabbing buy in the business applications market faced disappointment Tuesday as company Chief Executive Officer Steven Ballmer ruled out acquisitions of PeopleSoft Inc., Oracle Corp. and [[SA]] AG.",3
"King's Widow Turns Focus on Voting [[Rights]] (AP) AP - The [[widow]] of [[Martin]] [[Luther]] [[King]] [[Jr]]. [[said]] the right to vote should be open to everyone in a democracy, [[including]] those who have been convicted of crimes.","King's Widow Turns Focus on Voting [[Rkights]] (AP) AP - The [[widotw]] of [[aMrtin]] [[Luthe]] [[KiAg]] [[cr]]. [[csaid]] the right to vote should be open to everyone in a democracy, [[includign]] those who have been convicted of crimes.",0
"[[The]] Next Shock: [[Not]] [[Oil]], but [[Debt]] [[The]] [[American]] [[economic]] ship, which has weathered the recent run-up in [[crude]] oil prices, may be more [[vulnerable]] to sudden [[surges]] in the price of [[money]].","[[TAhe]] Next Shock: [[NHot]] [[il]], but [[Dbet]] [[Te]] [[Amerian]] [[ceonomic]] ship, which has weathered the recent run-up in [[crdue]] oil prices, may be more [[vulnemrable]] to sudden [[sugres]] in the price of [[omney]].",2
UK writing off poor nations' debt [[Gordon]] Brown says the UK will write off its [[share]] of [[debts]] owed by the world's poorest countries to the World [[Bank]].,UK writing off poor nations' debt [[GGordon]] Brown says the UK will write off its [[shaire]] of [[detbs]] owed by the world's poorest countries to the World [[Bakn]].,2
"Drastic UAL cuts [[United]] [[Airlines]], [[trying]] to further [[pare]] costs so it can emerge from bankruptcy, [[said]] [[Thursday]] it is seeking about \$[[725]] [[million]] in annual savings through [[proposed]] [[pay]] ","Drastic UAL cuts [[Unitezd]] [[AirliUes]], [[triyng]] to further [[pahre]] costs so it can emerge from bankruptcy, [[saAd]] [[Thursoday]] it is seeking about \$[[7u5]] [[milion]] in annual savings through [[proopsed]] [[pya]] ",2
